"","Coyote","Age","Farm","Educ","Land","Parent","Sibling","Prevalence","Child_con","First","Exper","Appreh","Prior","Pre_Coy","Linewatch","RIO_GRANDE","BIG_BEND","DEL_RIO","Arizona","California","Texas","Cross_Year","Survey_Year","MMP_id","Community","Weight","communityType","era","propertyOwn","rural","CoyNo","Last_Coy","San_Deigo","Tucson","Safeguard","Gatekeeper","Hold_The_Line","Operation_RG","PTD","noncoyoteMHC","coyoteMHC"
"210",1,29,0,4,0,0,0,0.187214611872147,0,0,0.21,0,2,1,4.073542,1,0,0,0,0,1,1996,2001,210088,88,8.7,"2",2,0,1,2,1,0,0,0,0,0,0,1,0,2
"211",1,28,1,12,0,0,1,0.167630057803468,0,0,0.09,1,1,1,3.073758,0,0,0,0,1,0,1994,2007,210117,117,2.9697,"0",2,1,0,1,1,1,0,0,1,0,0,1,0,1
"212",1,60,0,6,0,0,0,0.412778586588982,0,0,0.48,1,1,1,8.158986,0,0,0,1,0,0,2007,2014,210148,148,4.7771,"1",2,0,1,1,1,0,1,1,0,0,0,1,0,1
"213",1,30,0,6,0,1,3,0.258928571428571,0,0,0.84,0,1,1,6.46884,1,0,0,0,0,1,2005,2018,210169,169,6.1901,"0",2,1,0,1,1,0,0,0,0,0,1,1,0,1
"214",1,18,1,6,0,0,0,0.237569060773481,0,0,0.24,0,1,1,3.397049,0,0,0,0,0,0,1995,2019,210171,171,4.4584,"0",2,0,0,1,1,0,0,0,0,0,0,1,0,1
"215",1,22,1,6,0,0,5,0.318930041152261,0,0,0.19,0,4,0,3.073758,0,0,0,1,0,0,1994,1994,220034,34,1.95,"0",2,1,0,0,0,0,1,0,0,0,0,1,1,0
"216",1,29,0,12,0,0,1,0.304212765508211,0,0,0.36,0,2,1,4.073542,0,0,0,1,0,0,1996,1999,220073,73,6.13,"2",2,1,1,2,1,0,1,0,0,0,0,1,0,2
"218",1,31,0,9,0,0,0,0.0589569160997736,0,0,0.6,0,2,1,6.149998,1,0,0,0,0,1,2003,2004,220104,104,3.78,"1",2,1,1,2,1,0,0,0,0,0,1,1,0,2
"220",1,31,0,3,0,0,1,0.357111501316943,0,0,0.45,1,4,1,3.397049,0,0,0,0,0,0,1995,1995,230044,44,1,"0",2,1,0,4,1,0,0,0,0,0,0,1,0,4
"221",1,22,1,9,1,0,2,0.386423324325351,0,0,0.18,0,1,1,3.397049,0,0,0,0,1,0,1995,1996,230050,50,1.17,"0",2,0,0,1,1,1,0,0,1,0,0,1,0,1
"222",1,48,1,5,0,0,1,0.180198019801981,1,0,0.24,0,1,1,4.914131,0,0,0,1,0,0,1999,2000,230078,78,6.04,"1",2,1,1,1,1,0,1,1,0,0,0,1,0,1
"224",1,26,0,10,0,0,1,0.164677804295943,0,0,0.5,1,2,1,5.400013,1,0,0,0,0,1,2000,2001,230086,86,7.1,"1",2,0,1,2,1,0,0,0,0,0,1,1,0,2
"225",1,24,0,9,0,1,1,0.0642201834862382,0,0,0.07,5,1,1,4.914131,0,1,0,0,0,1,1999,2002,230090,90,2.1,"0",2,1,0,1,1,0,0,0,0,1,0,1,0,1
"229",1,66,1,5,1,0,0,0.243697478991597,4,0,0.6,4.5,4,1,5.400013,0,0,0,1,0,0,2000,2006,230111,111,3.1603,"0",2,1,0,4,1,0,1,1,0,0,0,1,0,4
"230",0,22,1,12,0,0,2,0.0616883116883114,0,0,0.72,0,1,1,4.073542,1,0,0,0,0,1,1996,2007,230119,119,5.698,"2",2,0,1,1,1,0,0,0,0,0,0,1,0,1
"231",1,59,0,6,0,0,0,0.0557692307692311,0,0,0.07,0,1,1,10.076554,1,0,0,0,0,1,2008,2010,230130,130,6.0737,"1",2,1,1,1,1,0,0,0,0,0,1,1,0,1
"232",1,21,1,5,0,0,6,0.255102040816327,0,0,0.48,0,1,1,8.158986,0,0,0,0,1,0,2007,2019,230174,174,4.8239,"1",2,0,0,1,1,1,0,0,1,0,0,1,0,1
"233",1,32,1,6,0,0,3,0.142201834862385,0,0,0.36,1,1,1,5.789396,0,0,0,1,0,0,2002,2009,240127,127,8.6953,"1",2,1,0,1,1,0,1,1,0,0,0,1,0,1
"234",1,23,0,6,0,0,3,0.164677804295943,0,0,0.07,0,1,1,5.400013,1,0,0,0,0,1,2000,2001,250086,86,7.1,"1",2,0,1,1,1,0,0,0,0,0,1,1,0,1
"235",1,40,0,3,0,0,0,0.25617797789596,0,0,0.03,0,1,1,4.705896,0,0,0,0,1,0,1998,2003,250097,97,38.03,"2",2,1,1,1,1,1,0,0,1,0,0,1,0,1
"239",1,61,1,0,0,0,0,0.254355400696864,3,0,0.45,1.8,5,1,6.46884,0,0,0,1,0,0,2005,2006,250111,111,3.1603,"0",2,1,0,5,1,0,1,1,0,0,0,1,0,5
"240",1,26,1,12,1,1,2,0.189944134078212,0,0,0.12,0,1,1,4.073542,0,0,1,0,0,1,1996,2007,250117,117,2.9697,"0",2,1,0,1,1,0,0,0,0,0,0,1,0,1
"241",1,54,1,2,0,0,0,0.168241965973535,0,0,0.36,0,1,1,6.149998,0,0,0,0,0,0,2003,2008,250121,121,9.1917,"1",2,1,1,1,1,0,0,0,0,0,0,1,0,1
"244",1,39,0,1,0,0,0,0.178768993257587,3,0,1.2,1,5,1,6.149998,0,1,0,0,0,1,2003,2009,250126,126,13.2265,"2",2,1,1,5,1,0,0,0,0,1,0,1,0,5
"246",1,21,0,6,0,0,1,0.163934426229509,0,0,0.36,0.5,2,1,4.705896,0,0,0,0,0,0,1998,2012,250136,136,2.4453,"1",2,0,0,2,1,0,0,0,0,0,0,1,0,2
"247",1,37,1,9,0,0,0,0.169230769230769,0,0,0.17,1,1,1,5.647751,0,0,0,1,0,0,2001,2017,250162,162,4.7423,"0",2,0,0,1,1,0,1,1,0,0,0,1,0,1
"249",1,36,1,6,0,0,1,0.201365187713311,0,0,1.44,0.5,2,1,11.802817,0,0,0,0,1,0,2010,2019,250173,173,4.9085,"0",2,1,0,2,1,1,0,0,1,0,0,1,0,2
"250",1,25,1,9,0,0,0,0.396079073831368,0,0,0.28,0,3,1,4.073542,0,0,0,0,1,0,1996,1996,260050,50,1.17,"0",2,1,0,2,1,1,0,0,1,0,0,1,1,2
"251",1,49,1,3,0,0,0,0.0929487179487177,0,0,0.24,0,1,1,10.076554,0,0,0,0,1,0,2008,2010,260131,131,2.3247,"0",2,1,0,1,1,1,0,0,1,0,0,1,0,1
"252",1,35,0,6,0,0,1,0.075471698113208,0,0,1.56,0,2,1,5.400013,0,0,0,0,1,0,2000,2014,260147,147,4.8382,"1",2,1,1,2,1,1,0,0,1,0,0,1,0,2
"253",1,21,0,9,0,1,0,0.180043383947939,0,0,0.24,0,1,1,6.46884,0,0,0,0,1,0,2005,2015,260151,151,4.7126,"2",2,1,1,1,1,1,0,0,1,0,0,1,0,1
"254",1,51,1,4,0,0,0,0.209302325581395,3,0,0.24,1,1,1,6.46884,0,0,0,0,1,0,2005,2019,260173,173,4.9085,"0",2,1,0,1,1,1,0,0,1,0,0,1,0,1
"256",1,27,1,4,0,1,3,0.444951960938731,0,0,0.72,0,2,1,4.084013,0,0,0,0,1,0,1997,1997,270055,55,2.69,"0",2,1,0,2,1,1,0,0,1,0,0,1,0,2
"257",1,32,1,0,0,0,1,0.431271847716242,0,0,0.48,0,1,1,4.084013,1,0,0,0,0,1,1997,1998,270056,56,2.75,"0",2,1,0,1,1,0,0,0,0,0,1,1,0,1
"259",1,30,1,6,0,0,0,0.215934444850106,0,0,0.47,0,3,1,4.084013,0,1,0,0,0,1,1997,1999,270075,75,2,"0",2,1,0,3,1,0,0,0,0,1,0,1,0,3
"260",1,48,0,4,0,0,0,0.0940819423368735,0,0,2.76,0,1,0,5.789396,0,0,0,0,1,0,2002,2003,270098,98,19.76,"3",2,0,1,0,0,1,0,0,1,0,0,1,1,0
"262",1,36,0,6,0,0,5,0.261718749999999,0,0,2.04,0.4,5,1,5.647751,0,1,0,0,0,1,2001,2003,270099,99,1.24,"0",2,1,0,5,1,0,0,0,0,1,0,1,0,5
"263",1,22,0,6,0,0,1,0.243697478991597,0,0,0.06,0,1,1,5.400013,0,0,0,1,0,0,2000,2006,270111,111,3.1603,"0",2,1,0,1,1,0,1,1,0,0,0,1,0,1
"265",1,25,0,9,0,0,3,0.0830324909747296,0,0,0.64,0,3,1,4.073542,0,0,0,0,1,0,1996,2006,270114,114,1.6443,"0",2,1,0,3,1,1,0,0,1,0,0,1,0,3
"266",1,25,0,6,0,0,0,0.0923423423423429,0,0,0.36,0,1,1,8.158986,0,0,1,0,0,1,2007,2014,270147,147,4.8382,"1",2,0,1,1,1,0,0,0,0,0,0,1,0,1
"267",1,26,0,6,0,1,0,0.425097246579154,0,0,0.72,0,1,0,4.705896,0,0,0,1,0,0,1998,2014,270148,148,4.7771,"1",2,1,1,0,0,0,1,1,0,0,0,1,1,0
"269",1,38,1,6,0,0,0,0.212,1,0,0.48,0.5,2,1,6.254962,0,0,0,0,1,0,2004,2019,270173,173,4.9085,"0",2,1,0,2,1,1,0,0,1,0,0,1,0,2
"270",1,33,0,9,0,0,0,0.147728818169455,0,0,0.12,1,1,1,5.400013,0,1,0,0,0,1,2000,2001,280087,87,9.2,"3",2,0,1,1,1,0,0,0,0,1,0,1,0,1
"271",1,34,1,4,1,0,0,0.134782608695652,0,0,0.24,1,1,1,6.149998,0,0,0,1,0,0,2003,2009,280127,127,8.6953,"1",2,1,0,1,1,0,1,1,0,0,0,1,0,1
"272",1,27,1,6,0,0,0,0.211072664359861,0,0,0.24,0,2,1,3.397049,0,0,0,0,1,0,1995,1995,290042,42,1.12,"0",2,1,0,2,1,1,0,0,1,0,0,1,0,2
"274",0,34,0,6,1,0,2,0.384689852993907,0,0,0.63,0.142857142857143,7,1,3.397049,0,0,0,0,1,0,1995,1996,290045,45,1,"0",2,0,0,4,0,1,0,0,1,0,0,1,1,4
"276",1,26,1,9,0,0,0,0.273509855916816,0,0,0.42,0,2,1,4.705896,0,0,0,1,0,0,1998,1999,290075,75,2,"0",2,1,0,2,1,0,1,1,0,0,0,1,0,2
"277",1,25,1,6,1,0,1,0.0723616256222676,0,0,0.24,0,1,1,4.705896,0,0,0,1,0,0,1998,2002,290094,94,5.29,"1",2,1,1,1,1,0,1,1,0,0,0,1,0,1
"278",1,26,0,12,0,0,1,0.0443864229765011,0,0,0.84,0,1,1,4.084013,0,0,0,1,0,0,1997,2002,290095,95,8.3,"1",2,0,1,1,1,0,1,1,0,0,0,1,0,1
"279",1,19,0,4,0,0,1,0.279620853080568,0,0,0.36,0,1,1,4.073542,0,1,0,0,0,1,1996,2003,290099,99,1.24,"0",2,0,0,1,1,0,0,0,0,1,0,1,0,1
"282",1,26,1,6,0,0,3,0.169921875,0,0,0.18,0,3,1,5.789396,0,0,0,1,0,0,2002,2008,290121,121,9.1917,"1",2,1,1,3,1,0,1,1,0,0,0,1,0,3
"283",1,29,0,17,0,0,0,0.126389531427813,1,0,0.48,0.5,2,1,4.705896,0,0,0,0,0,0,1998,2009,290126,126,13.2265,"2",2,1,1,2,1,0,0,0,0,0,0,1,0,2
"285",1,25,0,9,0,1,7,0.47737978932299,0,0,0.2,0,2,1,4.705896,0,0,0,1,0,0,1998,1998,300068,68,2.39,"0",2,1,0,2,1,0,1,1,0,0,0,1,0,2
"287",1,35,0,6,0,0,1,0.190291262135924,0,0,0.17,0.5,2,1,5.647751,0,0,1,0,0,1,2001,2001,300088,88,8.7,"2",2,1,1,2,1,0,0,0,0,0,0,1,0,2
"288",1,25,1,2,0,0,0,0.181372549019608,0,0,0.19,0,2,1,3.073758,0,0,0,0,1,0,1994,2006,300111,111,3.1603,"0",2,1,0,2,1,1,0,0,1,0,0,1,0,2
"289",0,26,0,12,0,0,0,0.381830453508159,0,0,0.08,4,1,0,4.084013,0,0,1,0,0,1,1997,1999,310074,74,8.06,"1",2,1,1,0,0,0,0,0,0,0,0,1,1,0
"290",1,35,0,3,0,0,0,0.304033747329542,0,0,0.04,1,1,1,4.914131,0,0,0,1,0,0,1999,2001,310089,89,8.8,"2",2,1,1,1,1,0,1,1,0,0,0,1,0,1
"291",1,28,1,5,0,0,0,0.164989939637827,0,0,0.12,0,1,1,5.647751,0,0,0,1,0,0,2001,2008,310121,121,9.1917,"1",2,0,1,1,1,0,1,1,0,0,0,1,0,1
"297",1,41,1,1,0,0,1,0.134615384615384,0,0,1.92,1.28571428571429,7,1,7.313631,0,1,0,0,0,1,2006,2009,310127,127,8.6953,"1",2,1,0,7,1,0,0,0,0,1,0,1,0,7
"299",0,22,0,6,0,0,0,0.196261682242992,0,0,0.48,0,2,0,5.647751,0,0,0,1,0,0,2001,2012,310136,136,2.4453,"0",2,1,0,0,0,0,1,1,0,0,0,1,1,0
"300",1,25,1,0,1,0,0,0.204761904761905,0,0,0.24,0,1,1,7.313631,0,1,0,0,0,1,2006,2017,310164,164,5.8058,"1",2,1,1,1,1,0,0,0,0,1,0,1,0,1
"301",1,29,0,17,0,0,0,0.235294117647059,0,0,0.18,0,1,1,10.076554,1,0,0,0,0,1,2008,2018,310170,170,1.7419,"0",2,1,0,1,1,0,0,0,0,0,1,1,0,1
"302",1,31,1,4,1,1,3,0.447472182896722,0,0,0.24,1,1,1,4.073542,0,0,0,0,1,0,1996,1997,320055,55,2.69,"0",2,1,0,1,1,1,0,0,1,0,0,1,0,1
"303",0,37,0,6,0,1,4,0.279071278814147,0,0,1.32,1,1,0,3.073758,1,0,0,0,0,1,1994,1999,320073,73,6.13,"2",2,1,1,0,0,0,0,0,0,0,0,1,1,0
"304",1,50,0,6,0,0,0,0.254355400696864,2,0,0.12,0,2,1,6.46884,0,0,0,0,0,0,2005,2006,320111,111,3.1603,"0",2,1,0,2,1,0,0,0,0,0,0,1,0,2
"308",0,37,0,9,0,0,0,0.0945945945945946,0,0,1.8,0,5,1,6.149998,0,0,0,0,1,0,2003,2006,320114,114,1.6443,"0",2,1,0,4,1,1,0,0,1,0,0,1,1,4
"309",1,27,0,4,0,0,3,0.171477079796264,0,0,0.18,0,1,1,7.313631,0,0,0,1,0,0,2006,2008,320121,121,9.1917,"1",2,1,1,1,1,0,1,1,0,0,0,1,0,1
"311",1,27,0,6,0,0,0,0.201834862385322,0,0,0.72,0,2,1,5.789396,0,0,0,0,0,0,2002,2012,320136,136,2.4453,"0",2,1,0,2,1,0,0,0,0,0,0,1,0,2
"313",1,27,1,3,0,0,1,0.238805970149254,0,0,0.57,0,2,1,4.914131,0,0,0,0,1,0,1999,2019,320171,171,4.4584,"0",2,0,0,2,1,1,0,0,1,0,0,1,0,2
"315",1,31,1,6,0,0,2,0.467163778767235,0,0,0.2,0,2,1,4.084013,0,0,0,1,0,0,1997,1997,330071,71,3.64,"0",2,1,0,2,1,0,1,1,0,0,0,1,0,2
"316",1,38,0,6,0,0,0,0.0969479353680426,0,0,0.48,0,1,1,4.084013,0,0,1,0,0,1,1997,2003,330098,98,19.76,"3",2,1,1,1,1,0,0,0,0,0,0,1,0,1
"317",1,50,0,6,0,0,1,0.0655803471929873,2,0,0.12,0,1,1,3.397049,0,0,0,0,1,0,1995,1996,340052,52,6.14,"3",2,1,1,1,1,1,0,0,1,0,0,1,0,1
"318",1,52,0,4,0,0,0,0.227313915857605,0,0,0.1,0,2,1,3.397049,0,0,0,0,1,0,1995,1998,340069,69,4.64,"2",2,1,1,1,1,1,0,0,1,0,0,1,1,1
"319",1,39,0,6,0,0,4,0.263374485596708,0,0,0.72,0,1,1,5.400013,0,0,0,0,1,0,2000,2003,340099,99,1.24,"0",2,1,0,1,1,1,0,0,1,0,0,1,0,1
"321",1,31,0,7,0,0,0,0.0884353741496596,0,0,0.6,0,2,1,7.313631,0,0,0,1,0,0,2006,2016,340155,155,4.2273,"1",2,1,1,2,1,0,1,1,0,0,0,1,0,2
"322",1,27,1,6,0,0,0,0.238993710691824,0,0,0.12,0,1,1,4.705896,0,0,0,0,1,0,1998,2019,340174,174,4.8239,"1",2,0,0,1,1,1,0,0,1,0,0,1,0,1
"323",0,44,1,4,0,0,1,0.538987395855589,0,0,1.09,0.25,7,1,3.073758,1,0,0,0,0,1,1994,1994,350037,37,1,"0",2,0,0,3,0,0,0,0,0,0,0,1,1,3
"324",1,29,0,6,0,0,1,0.473105392238461,0,0,0.06,0,1,1,4.073542,0,0,0,0,1,0,1996,1997,350071,71,3.64,"0",2,0,0,1,1,1,0,0,1,0,0,1,0,1
"325",0,55,1,2,0,0,3,0.0904109589041096,0,0,0.24,0,1,0,4.914131,0,1,0,0,0,1,1999,2000,350079,79,1,"1",2,1,0,0,0,0,0,0,0,1,0,1,1,0
"326",1,30,1,0,1,0,1,0.174273858921162,0,0,0.12,0,1,1,6.254962,0,0,0,1,0,0,2004,2005,350108,108,1.023,"0",2,1,0,1,1,0,1,1,0,0,0,1,0,1
"329",1,38,1,5,1,0,0,0.0945945945945946,0,0,0.84,0.333333333333333,3,1,6.149998,0,0,0,1,0,0,2003,2006,350114,114,1.6443,"0",2,1,0,3,1,0,1,1,0,0,0,1,0,3
"330",1,20,0,9,0,0,0,0.125766871165644,0,0,0.24,0,2,1,3.073758,0,0,0,0,1,0,1994,2012,350135,135,2.0779,"0",2,0,0,2,1,1,0,0,1,0,0,1,0,2
"332",1,37,1,2,0,0,0,0.237547892720306,0,0,0.09,0,2,1,11.802817,0,0,0,0,0,0,2010,2018,350169,169,6.1901,"0",2,1,0,2,1,0,0,0,0,0,0,1,0,2
"333",1,35,1,6,0,0,0,0.2018779342723,0,0,0.84,0,1,1,4.084013,0,0,0,0,0,0,1997,2019,350173,173,4.9085,"0",2,1,0,1,1,0,0,0,0,0,0,1,0,1
"334",1,36,0,9,0,0,2,0.226459372249925,0,0,0.12,0,3,1,4.705896,0,1,0,0,0,1,1998,1998,360069,69,4.64,"2",2,1,1,3,1,0,0,0,0,1,0,1,0,3
"335",0,44,1,3,0,0,3,0.0904109589041096,0,0,0.03,0,1,0,4.914131,0,1,0,0,0,1,1999,2000,360079,79,1,"1",2,1,0,0,0,0,0,0,0,1,0,1,1,0
"336",1,30,0,10,0,0,1,0.186397984886651,0,0,1.14,0.5,2,1,3.073758,0,0,0,0,1,0,1994,2001,360088,88,8.7,"2",2,0,1,2,1,1,0,0,1,0,0,1,0,2
"339",1,43,0,6,0,0,0,0.261603375527426,1,0,0.64,0.6,5,1,4.914131,0,0,0,1,0,0,1999,2003,360099,99,1.24,"0",2,1,0,4,1,0,1,1,0,0,0,1,1,4
"340",1,27,0,6,0,0,0,0.153419593345656,0,0,0.24,1,1,1,5.789396,0,0,0,1,0,0,2002,2006,360110,110,7.8895,"1",2,0,1,1,1,0,1,1,0,0,0,1,0,1
"341",1,22,0,6,0,0,1,0.179491362204266,0,0,0.48,0,2,1,6.254962,0,0,0,1,0,0,2004,2009,360126,126,13.2265,"2",2,1,1,1,1,0,1,1,0,0,0,1,1,1
"343",1,28,0,12,0,0,1,0.42575531018178,0,0,1.2,0,2,1,6.254962,0,0,0,1,0,0,2004,2014,360148,148,4.7771,"1",2,0,1,2,1,0,1,1,0,0,0,1,0,2
"345",1,35,0,3,0,0,0,0.224622030237583,0,0,0.16,1,2,1,4.084013,0,1,0,0,0,1,1997,1998,370069,69,4.64,"2",2,1,1,2,1,0,0,0,0,1,0,1,0,2
"347",1,59,1,6,1,0,0,0.255287358634846,0,0,0.2,1,3,1,5.647751,0,0,0,1,0,0,2001,2002,370096,96,4.05,"1",2,1,0,3,1,0,1,1,0,0,0,1,0,3
"349",1,39,0,9,0,0,0,0.477854679772658,0,0,0.25,0,2,1,6.46884,0,0,1,0,0,1,2005,2007,370120,120,3.9299,"0",2,1,0,2,1,0,0,0,0,0,0,1,0,2
"350",1,24,0,9,0,0,3,0.128463476070529,0,0,0.24,1,1,1,5.400013,0,0,0,0,1,0,2000,2012,370135,135,2.0779,"0",2,0,0,1,1,1,0,0,1,0,0,1,0,1
"352",1,29,1,6,1,0,0,0.0932203389830513,0,0,0.1,0,2,1,6.254962,0,0,0,1,0,0,2004,2016,370159,159,4.8853,"1",2,1,1,2,1,0,1,1,0,0,0,1,0,2
"353",1,26,1,9,0,1,4,0.402142305002394,0,0,0.3,0,3,1,3.073758,0,0,0,1,0,0,1994,1998,380056,56,2.75,"0",2,1,0,1,1,0,1,0,0,0,0,1,1,1
"354",0,34,0,5,0,0,3,0.0714285714285714,0,0,1.08,0,1,1,3.397049,0,1,0,0,0,1,1995,2000,380079,79,1,"1",2,1,0,1,1,0,0,0,0,1,0,1,0,1
"360",1,33,0,6,0,0,2,0.124755501433356,0,0,0.91,0,7,1,5.789396,0,0,0,1,0,0,2002,2002,380094,94,5.29,"1",2,1,1,7,1,0,1,1,0,0,0,1,0,7
"363",1,54,1,3,1,0,1,0.143749999999999,5,0,0.81,0.222222222222222,9,1,4.705896,0,0,0,0,1,0,1998,2006,380110,110,7.8895,"1",2,1,1,9,1,1,0,0,1,0,0,1,0,7
"364",1,34,1,9,0,0,0,0.043731778425656,0,0,0.96,0,2,1,5.400013,0,0,0,0,1,0,2000,2017,380168,168,14.1517,"2",2,1,1,2,1,1,0,0,1,0,0,1,0,2
"365",1,25,1,6,0,0,0,0.201365187713311,0,0,0.12,0,1,1,11.802817,0,0,0,0,0,0,2010,2019,380173,173,4.9085,"0",2,1,0,1,1,0,0,0,0,0,0,1,0,1
"366",1,42,0,3,0,0,2,0.0326409495548964,0,0,0.07,0,1,1,3.397049,0,0,0,0,1,0,1995,1995,390043,43,4.31,"3",2,1,1,1,1,1,0,0,1,0,0,1,0,1
"367",1,25,1,5,0,1,3,0.224622030237583,0,0,0.24,1,2,1,4.084013,0,0,0,1,0,0,1997,1998,390069,69,4.64,"2",2,0,1,2,1,0,1,1,0,0,0,1,0,2
"370",1,50,0,5,0,0,1,0.143749999999999,2,0,0.64,0.25,8,1,4.705896,0,0,0,0,1,0,1998,2006,390110,110,7.8895,"1",2,1,1,6,1,1,0,0,1,0,0,1,1,6
"371",1,28,1,6,0,0,0,0.169398907103825,0,0,0.24,0,1,1,6.254962,0,0,0,0,0,0,2004,2008,390121,121,9.1917,"1",2,0,1,1,1,0,0,0,0,0,0,1,0,1
"372",1,39,1,3,1,0,0,0.255319148936171,0,0,1.08,0,2,1,6.46884,0,0,0,0,0,0,2005,2019,390174,174,4.8239,"1",2,1,0,2,1,0,0,0,0,0,0,1,0,2
"373",1,30,0,9,0,0,5,0.226459372249925,1,0,0.79,0,3,1,4.705896,0,0,0,0,1,0,1998,1998,400069,69,4.64,"2",2,1,1,3,1,1,0,0,1,0,0,1,0,3
"374",1,28,0,9,0,0,2,0.186397984886651,0,0,0.24,2,1,1,3.073758,0,0,0,0,1,0,1994,2001,400088,88,8.7,"2",2,0,1,1,1,1,0,0,1,0,0,1,0,1
"375",1,30,1,10,0,0,1,0.0488599348534204,0,0,0.6,0,1,1,5.400013,0,0,0,0,1,0,2000,2002,400092,92,1.4,"0",2,1,0,1,1,1,0,0,1,0,0,1,0,1
"377",1,22,0,9,1,0,0,0.162835249042146,0,0,0.48,1,2,1,10.076554,0,0,0,1,0,0,2008,2012,400135,135,2.0779,"0",2,0,0,2,1,0,1,1,0,0,0,1,0,2
"378",1,44,1,6,1,0,0,0.207272727272727,0,0,0.48,0,2,1,10.076554,0,0,0,0,1,0,2008,2019,400173,173,4.9085,"0",2,1,0,2,1,1,0,0,1,0,0,1,0,2
"381",1,30,1,6,0,0,4,0.467163778767235,0,0,0.24,1,3,1,4.084013,0,0,0,1,0,0,1997,1997,410071,71,3.64,"0",2,1,0,3,1,0,1,1,0,0,0,1,0,3
"382",1,40,1,9,0,0,0,0.1380042462845,1,0,0.6,0.333333333333333,3,1,4.084013,1,0,0,0,0,1,1997,2006,410110,110,7.8895,"1",2,1,1,3,1,0,0,0,0,0,1,1,0,3
"384",1,41,1,9,0,0,0,0.259927797833935,0,0,0.54,0,4,1,6.254962,0,0,0,0,1,0,2004,2006,410111,111,3.1603,"0",2,1,0,2,1,1,0,0,1,0,0,1,1,2
"389",1,36,0,6,0,0,0,0.174528301886792,0,0,1.32,0,6,1,7.313631,0,0,0,0,1,0,2006,2012,410138,138,3.7623,"1",2,0,1,5,1,1,0,0,1,0,0,1,1,5
"396",1,43,0,9,0,0,1,0.0966666666666667,0,0,1,0,8,1,11.55508,0,0,0,0,0,0,2009,2012,410139,139,3.8874,"0",2,1,0,8,1,0,0,0,0,0,0,1,0,7
"397",1,23,0,6,0,0,0,0.0921985815602841,0,0,0.36,0,2,1,6.46884,0,0,0,0,0,0,2005,2014,410147,147,4.8382,"1",2,1,1,1,1,0,0,0,0,0,0,1,1,1
"400",1,31,1,9,0,0,0,0.244094488188976,0,0,0.49,0,3,1,11.55508,0,0,1,0,0,1,2009,2018,410169,169,6.1901,"0",2,1,0,3,1,0,0,0,0,0,0,1,0,3
"402",1,29,0,3,0,0,0,0.240601503759399,0,0,0.36,0,2,1,8.158986,0,0,0,0,1,0,2007,2018,410170,170,1.7419,"0",2,1,0,2,1,1,0,0,1,0,0,1,0,2
"403",1,34,1,3,0,0,0,0.205223880597015,0,0,0.96,0,1,1,8.158986,0,0,0,0,0,0,2007,2019,410173,173,4.9085,"0",2,1,0,1,1,0,0,0,0,0,0,1,0,1
"406",1,28,0,12,0,0,0,0.0593750000000002,0,0,0.14,0.333333333333333,3,1,5.647751,0,0,0,1,0,0,2001,2002,420092,92,1.4,"0",2,1,0,3,1,0,1,1,0,0,0,1,0,3
"411",1,45,0,6,0,0,3,0.154676258992805,0,0,0.96,0.0833333333333333,12,1,6.149998,1,0,0,0,0,1,2003,2006,420110,110,7.8895,"1",2,1,1,11,1,0,0,0,0,0,1,1,1,7
"414",1,30,1,6,0,0,0,0.244094488188976,0,0,0.28,0,3,1,5.789396,0,0,0,1,0,0,2002,2006,420111,111,3.1603,"0",2,1,0,3,1,0,1,1,0,0,0,1,0,3
"416",1,32,1,8,0,0,0,0.0929487179487177,0,0,0.32,0,2,1,10.076554,0,0,1,0,0,1,2008,2010,420131,131,2.3247,"0",2,1,0,2,1,0,0,0,0,0,0,1,0,2
"417",1,25,1,5,0,0,0,0.241610738255034,0,0,0.84,0,7,1,3.073758,0,0,0,0,1,0,1994,2014,420146,146,4.9703,"0",2,0,0,6,1,1,0,0,1,0,0,1,1,6
"425",1,41,0,6,0,0,0,0.20532319391635,0,0,0.64,0,8,1,7.313631,0,0,0,0,1,0,2006,2019,420173,173,4.9085,"0",2,1,0,8,1,1,0,0,1,0,0,1,0,7
"426",1,22,0,9,0,1,2,0.318930041152261,0,0,0.15,0,2,0,3.073758,0,1,0,0,0,1,1994,1994,430034,34,1.95,"0",2,0,0,0,0,0,0,0,0,1,0,1,1,0
"427",1,30,0,9,0,0,0,0.0597014925373139,0,0,0.12,0,1,1,6.254962,0,0,0,0,1,0,2004,2007,430115,115,9.6945,"2",2,1,1,1,1,1,0,0,1,0,0,1,0,1
"428",1,32,1,9,0,0,0,0.330203082683116,0,0,0.96,0,1,1,11.55508,0,0,0,0,0,0,2009,2014,430150,150,4.32,"0",2,0,0,1,1,0,0,0,0,0,0,1,0,1
"429",1,45,1,0,0,0,2,0.503896103896103,0,0,0.24,0,1,1,3.397049,0,0,0,0,1,0,1995,1995,440046,46,2.35,"0",2,0,0,1,1,1,0,0,1,0,0,1,0,1
"430",0,42,0,9,0,0,0,0.11854103343465,0,0,0.24,1,1,0,4.084013,0,0,0,0,1,0,1997,1997,440060,60,3.63,"0",2,1,0,0,0,1,0,0,1,0,0,1,1,0
"431",1,27,0,6,0,0,1,0.182952182952184,0,0,0.12,0,1,1,4.914131,1,0,0,0,0,1,1999,2001,440088,88,8.7,"2",2,0,1,1,1,0,0,0,0,0,1,1,0,1
